track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
0mYT4liznorxU1Xp0wBUcw,Beautiful Girl,4tIwWzn1NkdsQtxnUNitZJ,JK,4JY2kidDAlPfU7Hnbo6z8B,223226,2017-05-19,33,0.457,0.502,2,-8.252,1,0.0244,0.0765,1.14e-05,0.164,0.341,150.001,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,7dT7OfZcmX7HjE8EBqehEF,211200,2016-10-21,54,0.764,0.894,0,-2.892,1,0.0327,0.227,0.0,0.0906,0.963,99.986,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
2dQyXg9D2Eeowcy8MuQzOp,Ako'y Sa 'Yo,1wOZrAWxddHrRnONyLCjsq,First Circle,5zThetgmZedUtP9mnxq6aV,317213,2012-06-21,0,0.697,0.286,9,-11.19,1,0.0356,0.624,0.0,0.0667,0.386,133.365,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
1ycpU8beNm9bXKvy7s25Jl,Gitara,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,0SudJuJEQweUzqF3hzeRGx,242826,2005,59,0.768,0.312,7,-8.268,1,0.034,0.865,1.09e-05,0.0963,0.633,113.469,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
22l6ZMCgWB1wfd1GOBe3wm,Ikaw,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,18HwRqjM9HspE97kn9oUBI,284920,2014-10-30,60,0.654,0.336,10,-7.21,1,0.0307,0.575,0.0,0.0784,0.105,120.027,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
3U7TJUjNz7pgPSfgeGQjsP,Forevermore,4BNWanhw4AjSXjBm9L1Jzy,Juris,7nEylzolYuExnVXy0TCPie,294716,2012-01-01,59,0.276,0.258,7,-10.434,1,0.041,0.898,0.0,0.155,0.3,74.698,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
5QVuf1MpdzFtFoJGwcKosa,Stay - On the Wings of Love Teleserye Theme,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,0YOtu6QNH83HIjdWWI30qr,262086,2016-02-17,58,0.562,0.281,7,-8.813,1,0.0296,0.841,0.0,0.112,0.306,91.961,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,52xu8EP3ABmpNk0LUzF3ih,254249,2017-09-18,59,0.374,0.125,7,-14.847,1,0.0383,0.852,4.66e-06,0.321,0.108,114.694,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
4ZgZPrrSLi4sIiFkiahuxq,Hanap-Hanap,24fEOzlKhgSNLIcy9NdmwH,James Reid,69NVydj9miAmq0cDe4nMnt,201653,2015-02-14,0,0.714,0.695,9,-4.614,1,0.0396,0.424,0.0,0.306,0.669,94.99,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),6ZgBJRjJsK1iOJGKGZxEUv,South Border,7tfDmiKEApFiZmT5MzIN1o,264413,2005-11-15,64,0.523,0.534,6,-8.94,1,0.0296,0.479,2.92e-05,0.111,0.507,75.988,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
5AjbSv7nkr78wzmuHEfjg0,Magkabilang Mundo,6urxZktbtGcTIIqxQZ1d8q,Jireh Lim,1e0Tqcfn0eqgFicrFFYNMl,236705,2015-07-03,54,0.463,0.551,8,-7.324,1,0.027,0.283,1.47e-05,0.0984,0.653,163.837,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
0MqkYdGBzHx7lnaFvo7doR,Para Sa Akin,0t7vWPRBcVv4xBEHPZHSWA,Sitti,0JPSXvzFg02DSytNE16MSw,186240,2006-01-25,53,0.579,0.408,3,-11.299,1,0.0419,0.916,2.55e-05,0.117,0.465,126.106,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
3gyEt1vswIEbpQqBs18Lha,Harana,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,29tJR2oXdGAFHMQkcgPUmn,182200,1997,59,0.58,0.159,7,-22.087,1,0.0569,0.792,1.26e-06,0.108,0.424,151.419,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
7IMQ1yZP3PDLexgFtTNMER,Sa Isang Sulyap Mo,24iA5JWciA6YyE1iticpjY,Bryan Termulo,6WwFBsRBYls8NGYBkpaIHh,235706,2013-02-01,36,0.647,0.538,7,-9.581,1,0.0362,0.486,1.39e-05,0.09,0.567,137.903,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
6BmTMKpRQUVxSyV7N361F0,Be My Lady - Telesereye Theme Song,74KlZuH1AECATYKwBlWAdg,Jason Dy,5KLTn55XUCKHS0SMLKrh84,217680,2016-01-11,42,0.401,0.489,11,-6.938,1,0.0291,0.764,0.0,0.141,0.174,139.822,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
2VNjWwKlOWU5qqKa5EquLW,Kahit Pa,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,235952,2005,51,0.393,0.797,4,-5.736,1,0.0434,0.276,0.000299,0.162,0.575,148.328,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
35J7SCjHvNJVk57XPxWoEA,Tabing Ilog,2cUM0BKXb6AP3CQAYK7xOw,Barbie's Cradle,5nYhvfv7f8M2SPcjmDgk6B,195933,2004-05-24,44,0.354,0.328,4,-15.234,1,0.0369,0.753,0.00727,0.133,0.407,169.684,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
69vDjNSzDnkqD9H4tJKrD9,After Your Heart,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,4aTjEtidxvtjqo7SQqSCky,272346,2014-08-28,41,0.398,0.385,6,-9.584,1,0.037,0.629,0.0,0.111,0.132,129.556,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
5UvZwaeqSPR2B6zH4bxVEG,I Will Take You Forever,11Jdq2gOTBhmfEYmFrZlue,Kris Lawrence,3n41mnPUcDuviYSlYAAGP0,244080,2009-01-01,55,0.458,0.637,6,-6.734,0,0.0369,0.109,0.0,0.151,0.201,135.579,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
71j3Gl83dDLKnsj65bN37c,Kasama Kang Tumanda - Acoustic Version,3md8nxuNKjU6j2l4xE0UIh,Stagecrew,700sShawJ0NmnHvF8Ngz9u,189413,2002,36,0.668,0.17,9,-14.776,1,0.051,0.747,0.0,0.383,0.499,110.188,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
1KBVCk98Cq4g9QyYeyFKu9,Mahal Kita Kasi,1lBaGi7joYOctycH7aPRWd,Chris Tsuper,0UKeuROBd0Fki1b3JISBEo,243680,2009-11-18,32,0.805,0.513,11,-7.221,1,0.0524,0.768,0.0,0.098,0.62,112.016,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
3OpGUlDmRUXh0NkIYWoIlD,Your Song,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,0kV35wyXIJKk04VRG0DdF4,168493,2003,67,0.636,0.159,11,-13.117,1,0.0549,0.892,0.0,0.112,0.658,119.766,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
4fUZ0djNmv3ouOk8Qr5mJJ,Be My Fairytale,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,51g6Tq5dPiI2Nmyj9vN3PF,232146,2017-10-20,40,0.738,0.636,5,-5.702,1,0.0347,0.492,0.0,0.106,0.756,120.998,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
79yCQrawsilxU56g0UifKQ,Akin Ka Na Lang,719ZCUqy59oGckcB1MzVTx,The Company,7CarNUF8F0kgsUEgOWtK0A,198480,2012-09-06,1,0.819,0.396,8,-8.674,1,0.073,0.523,0.0,0.107,0.69,125.034,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
4YoVlKOmQWqCZYaEg3Gsmw,Be Careful with My Heart - Version 2,3Co9MbLi86tHHtN4f0wNpb,Sam Milby,4O66g5ttA0n58TFejxkr0A,249315,2012-09-14,30,0.203,0.235,10,-10.873,1,0.0336,0.704,0.0,0.0977,0.228,84.406,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
0lAqFH68FSQwa9rEomg7yW,Officially Missing You,4BNWanhw4AjSXjBm9L1Jzy,Juris,6wCbNkaWCD6rSbgawjShMZ,267183,2011-02-11,25,0.749,0.7,7,-6.169,1,0.0299,0.0452,6.25e-05,0.0847,0.68,120.043,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
1WtpRQUvbyZAoEchymInA9,"Sundo - From ""The Good Son""",0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,4btU62FgCNgxvPxKkKcwEo,270823,2017-10-06,45,0.436,0.335,11,-7.653,0,0.0296,0.404,1.72e-06,0.078,0.215,139.942,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
29xs643Q96uQLD8f7SxYYw,Sa'yo,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,4xxRoePLdITFIhrzUhmOaQ,253360,2013-06-11,61,0.567,0.0896,5,-12.944,1,0.0343,0.796,0.0,0.218,0.367,79.002,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
01YEqVPCm0vqRLA9w43bic,Hanggang Kailan,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,2fI8PsKYLPMt9Gv4NVrtjk,230453,2016-08-19,57,0.404,0.174,9,-10.192,1,0.0312,0.893,0.0,0.0977,0.324,87.636,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,4iaCi771IT9I2xwtnXnjlx,242800,2004,63,0.5,0.339,7,-7.301,1,0.0263,0.71,0.00222,0.108,0.152,136.427,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
6NFKf8vBApSvtzkapYmnVR,Tadhana,3wbCeEPAW6po7J46netxMT,Up Dharma Down,4SjshYHT8OeSHB6zun2Hxx,222446,2012-12-07,66,0.686,0.322,6,-13.2,1,0.0369,0.165,0.0296,0.0809,0.511,155.982,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
2PcbtMoqOlGSzOfyJlkB06,Your Love - Dolce Amore Teleserye Theme,4BNWanhw4AjSXjBm9L1Jzy,Juris,6f5fch2BNaoKPL9E1oPmQI,250803,2016-01-01,59,0.52,0.309,2,-12.039,1,0.0534,0.597,0.0,0.102,0.177,150.098,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
4r7vGTk9HCW7YDorNWoclF,Meron Nang Iba,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,4xxRoePLdITFIhrzUhmOaQ,240360,2013-06-11,53,0.69,0.526,9,-9.939,1,0.0319,0.261,0.000233,0.113,0.608,116.076,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
1A40ESJJPEEJrqjC9BUO2B,So Slow,1ZfhyWZ9byvjFKEzBSa81I,Freestyle,4VSBpjPHkZWpjr5m07AzZP,275906,1998-09-26,0,0.727,0.329,0,-9.09,1,0.0347,0.52,0.0,0.0899,0.401,106.202,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
6Cb8vtXpnOkje2zIyR6uK7,Kailan,5elcNQkZ6FCZA3grSOMngY,MYMP,6bfrwiC19nEjAwGN98un6f,277013,2005-03-10,45,0.522,0.285,6,-9.074,1,0.0392,0.845,0.0,0.136,0.494,204.708,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
6GOAMiqZuXvJtixsSlbEKP,Porque - Chagalog Version,1NOSCOKFdmNyek0IUT5R1G,Maldita,3h7N5QBlS3n5hJ5n4rGcNB,295426,2011-01-05,0,0.378,0.318,4,-5.287,1,0.0322,0.739,0.0,0.12,0.495,199.314,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
7CP31eGR55fjq4o0FLmkdT,Ikaw Na Nga,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,08yVJUhIQiuTAlD1zc3Akd,271266,2015-01-01,49,0.479,0.465,1,-5.909,1,0.03,0.671,0.0,0.104,0.208,179.916,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
0to3IMrhCSB2lMiCqal7xk,It's Not Easy Letting Go,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,08yVJUhIQiuTAlD1zc3Akd,224093,2015-01-01,47,0.545,0.5,2,-5.082,1,0.0268,0.444,0.0,0.115,0.223,124.028,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
4aUf4lzQ1di5JajZ4a9FuI,"Torete - From ""Love You to the Stars And Back""",0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,3KAsMN6MZGAzb5cEuJBoyH,269583,2017-08-25,45,0.286,0.391,2,-5.8,1,0.03,0.359,0.0,0.18,0.218,174.858,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
5zMR44ZH4KVZj4FlhTj3SE,Magbalik,4HOEnLufwAqJ2qoJPVnL01,Callalily,3tIU2WCVDgPwnG4MraWwQ6,326813,2006-07-17,63,0.404,0.556,4,-8.329,1,0.0326,0.359,4.93e-06,0.0964,0.34,159.256,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
1wv76JKLy8fgpIa4n6JuMa,This Time (Original Movie Soundtrack),24fEOzlKhgSNLIcy9NdmwH,James Reid,3QfF6wHIC96HGQ4RzbvEKN,294208,2016-04-25,0,0.552,0.491,7,-7.776,1,0.0306,0.687,0.0,0.139,0.222,126.064,6poV2I5cRP6zvB7UGGBGPu,Acoustic - Philippines
